步骤	当前栈	输入串	动作	状态栈	ACTION	GOTO	
583	...... operator primary_expression operator primary_expression arithmetic_expression	; while ( ID < ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I96 I128 I154	r16	I154	
584	...... = primary_expression operator primary_expression arithmetic_expression	; while ( ID < ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I154	r16	I154	
585	...... type_specifier ID = primary_expression arithmetic_expression	; while ( ID < ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I89	r16	I89	
586	...... statement type_specifier ID = constant_expression	; while ( ID < ......	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I18 I43	r18	I43	
587	...... statement type_specifier ID = expression	; while ( ID < ......	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I18 I48	r31	I48	
588	...... statement statement type_specifier ID declaration_assign	; while ( ID < ......	reduce(declaration_assign->= expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I13 I19	r41	I19	
589	...... statement statement statement type_specifier declaration_init	; while ( ID < ......	reduce(declaration_init->ID declaration_assign ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I52	r43	I52	
590	...... statement statement type_specifier declaration_init declaration_init_list	; while ( ID < ......	reduce(declaration_init_list->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I52 I101	r45	I101	
591	...... statement type_specifier declaration_init declaration_init_list ;	while ( ID < number ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I22 I52 I101 I129	s129		
592	...... statement statement statement statement declaration	while ( ID < number ......	reduce(declaration->type_specifier declaration_init declaration_init_list ; ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I32	r46	I32	
593	...... statement statement statement statement statement	while ( ID < number ......	reduce(statement->declaration ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40	r59	I40	
594	...... statement statement statement statement while	( ID < number ) ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29	s29		
595	...... statement statement statement while (	ID < number ) { ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57	s57		
596	...... statement statement while ( ID	< number ) { ID ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I81	s81		
597	...... statement statement while ( primary_expression	< number ) { ID ......	reduce(primary_expression->ID ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87	r4	I87	
598	...... statement while ( primary_expression <	number ) { ID + ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I98	s98		
599	...... statement while ( primary_expression operator	number ) { ID + ......	reduce(operator->< ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I127	r12	I127	
600	...... while ( primary_expression operator number	) { ID + = ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I127 I88	s88		
601	...... while ( primary_expression operator primary_expression	) { ID + = ......	reduce(primary_expression->number ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I127 I153	r5	I153	
602	...... ( primary_expression operator primary_expression arithmetic_expression	) { ID + = ......	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I127 I153 I185	r17	I185	
603	...... statement while ( primary_expression arithmetic_expression	) { ID + = ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I87 I126	r16	I126	
604	...... statement statement while ( constant_expression	) { ID + = ......	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I82	r18	I82	
605	...... statement statement while ( expression	) { ID + = ......	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104	r31	I104	
606	...... statement while ( expression )	{ ID + = ID ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131	s131		
607	...... while ( expression ) {	ID + = ID ; ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28	s28		
608	...... ( expression ) { ID	+ = ID ; } ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34	s34		
609	...... expression ) { ID +	= ID ; } int ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I64	s64		
610	...... ) { ID + =	ID ; } int ID ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I64 I111	s111		
611	...... expression ) { ID assignment_operator	ID ; } int ID ......	reduce(assignment_operator->+ = ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63	r20	I63	
612	...... ) { ID assignment_operator ID	; } int ID = ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63 I42	s42		
613	...... ) { ID assignment_operator primary_expression	; } int ID = ......	reduce(primary_expression->ID ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63 I47	r4	I47	
614	...... { ID assignment_operator primary_expression arithmetic_expression	; } int ID = ......	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63 I47 I89	r17	I89	
615	...... ) { ID assignment_operator constant_expression	; } int ID = ......	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63 I43	r18	I43	
616	...... ) { ID assignment_operator expression	; } int ID = ......	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I34 I63 I110	r31	I110	
617	...... ( expression ) { assignment_expression	; } int ID = ......	reduce(assignment_expression->ID assignment_operator expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I38	r25	I38	
618	...... expression ) { assignment_expression assignment_expression_profix	; } int ID = ......	reduce(assignment_expression_profix->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I38 I68	r27	I68	
619	...... ( expression ) { assignment_expression_list	; } int ID = ......	reduce(assignment_expression_list->assignment_expression assignment_expression_profix ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I26	r28	I26	
620	...... expression ) { assignment_expression_list ;	} int ID = ( ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I26 I55	s55		
621	...... ( expression ) { expression_statement	} int ID = ( ......	reduce(expression_statement->assignment_expression_list ; ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I24	r62	I24	
622	...... ( expression ) { statement	} int ID = ( ......	reduce(statement->expression_statement ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I40	r54	I40	
623	...... expression ) { statement statement_list	} int ID = ( ......	reduce(statement_list->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I40 I78	r61	I78	
624	...... ( expression ) { statement_list	} int ID = ( ......	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I56	r60	I56	
625	...... expression ) { statement_list }	int ID = ( ( ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I28 I56 I103	s103		
626	...... while ( expression ) compound_statement	int ID = ( ( ......	reduce(compound_statement->{ statement_list } ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I31	r69	I31	
627	...... while ( expression ) statement	int ID = ( ( ......	reduce(statement->compound_statement ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I29 I57 I104 I131 I171	r58	I171	
628	...... statement statement statement statement iteration_statement	int ID = ( ( ......	reduce(iteration_statement->while ( expression ) statement ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I27	r67	I27	
629	...... statement statement statement statement statement	int ID = ( ( ......	reduce(statement->iteration_statement ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40	r57	I40	
630	...... statement statement statement statement int	ID = ( ( number ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I8	s8		
631	...... statement statement statement statement type_specifier	ID = ( ( number ......	reduce(type_specifier->int ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22	r39	I22	
632	...... statement statement statement type_specifier ID	= ( ( number - ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13	s13		
633	...... statement statement type_specifier ID =	( ( number - number ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18	s18		
634	...... statement type_specifier ID = (	( number - number ) ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46	s46		
635	...... type_specifier ID = ( (	number - number ) + ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86	s86		
636	...... ID = ( ( number	- number ) + number ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I88	s88		
637	...... ID = ( ( primary_expression	- number ) + number ......	reduce(primary_expression->number ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87	r5	I87	
638	...... = ( ( primary_expression -	number ) + number ) ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I91	s91		
639	...... = ( ( primary_expression operator	number ) + number ) ......	reduce(operator->- ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I127	r8	I127	
640	...... ( ( primary_expression operator number	) + number ) * ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I127 I88	s88		
641	...... ( ( primary_expression operator primary_expression	) + number ) * ......	reduce(primary_expression->number ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I127 I153	r5	I153	
642	...... ( primary_expression operator primary_expression arithmetic_expression	) + number ) * ......	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I127 I153 I185	r17	I185	
643	...... = ( ( primary_expression arithmetic_expression	) + number ) * ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I87 I126	r16	I126	
644	...... ID = ( ( constant_expression	) + number ) * ......	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I82	r18	I82	
645	...... ID = ( ( expression	) + number ) * ......	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I125	r31	I125	
646	...... = ( ( expression )	+ number ) * number ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I86 I125 I152	s152		
647	...... type_specifier ID = ( primary_expression	+ number ) * number ......	reduce(primary_expression->( expression ) ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87	r6	I87	
648	...... ID = ( primary_expression +	number ) * number + ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I93	s93		
649	...... ID = ( primary_expression operator	number ) * number + ......	reduce(operator->+ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I127	r7	I127	
650	...... = ( primary_expression operator number	) * number + ID ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I127 I88	s88		
651	...... = ( primary_expression operator primary_expression	) * number + ID ......	reduce(primary_expression->number ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I127 I153	r5	I153	
652	...... ( primary_expression operator primary_expression arithmetic_expression	) * number + ID ......	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I127 I153 I185	r17	I185	
653	...... ID = ( primary_expression arithmetic_expression	) * number + ID ......	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I87 I126	r16	I126	
654	...... type_specifier ID = ( constant_expression	) * number + ID ......	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I82	r18	I82	
655	...... type_specifier ID = ( expression	) * number + ID ......	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I83	r31	I83	
656	...... ID = ( expression )	* number + ID ; ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I46 I83 I123	s123		
657	...... statement type_specifier ID = primary_expression	* number + ID ; ......	reduce(primary_expression->( expression ) ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47	r6	I47	
658	...... type_specifier ID = primary_expression *	number + ID ; return ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I99	s99		
659	...... type_specifier ID = primary_expression operator	number + ID ; return ......	reduce(operator->* ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96	r9	I96	
660	...... ID = primary_expression operator number	+ ID ; return ID ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I49	s49		
661	...... ID = primary_expression operator primary_expression	+ ID ; return ID ......	reduce(primary_expression->number ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128	r5	I128	
662	...... = primary_expression operator primary_expression +	ID ; return ID ; ......	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I93	s93		
663	...... = primary_expression operator primary_expression operator	ID ; return ID ; ......	reduce(operator->+ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I96	r7	I96	
664	...... primary_expression operator primary_expression operator ID	; return ID ; }	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I96 I42	s42		
665	...... primary_expression operator primary_expression operator primary_expression	; return ID ; }	reduce(primary_expression->ID ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I96 I128	r4	I128	
666	...... operator primary_expression operator primary_expression arithmetic_expression	; return ID ; }	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I96 I128 I154	r17	I154	
667	...... = primary_expression operator primary_expression arithmetic_expression	; return ID ; }	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I96 I128 I154	r16	I154	
668	...... type_specifier ID = primary_expression arithmetic_expression	; return ID ; }	reduce(arithmetic_expression->operator primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I47 I89	r16	I89	
669	...... statement type_specifier ID = constant_expression	; return ID ; }	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I43	r18	I43	
670	...... statement type_specifier ID = expression	; return ID ; }	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I18 I48	r31	I48	
671	...... statement statement type_specifier ID declaration_assign	; return ID ; }	reduce(declaration_assign->= expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I13 I19	r41	I19	
672	...... statement statement statement type_specifier declaration_init	; return ID ; }	reduce(declaration_init->ID declaration_assign ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I52	r43	I52	
673	...... statement statement type_specifier declaration_init declaration_init_list	; return ID ; }	reduce(declaration_init_list->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I52 I101	r45	I101	
674	...... statement type_specifier declaration_init declaration_init_list ;	return ID ; }	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I22 I52 I101 I129	s129		
675	...... statement statement statement statement declaration	return ID ; }	reduce(declaration->type_specifier declaration_init declaration_init_list ; ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I32	r46	I32	
676	...... statement statement statement statement statement	return ID ; }	reduce(statement->declaration ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40	r59	I40	
677	...... statement statement statement statement return	ID ; }	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39	s39		
678	...... statement statement statement return ID	; }	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I70	s70		
679	...... statement statement statement return primary_expression	; }	reduce(primary_expression->ID ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I76	r4	I76	
680	...... statement statement return primary_expression arithmetic_expression	; }	reduce(arithmetic_expression->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I76 I117	r17	I117	
681	...... statement statement statement return constant_expression	; }	reduce(constant_expression->primary_expression arithmetic_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I71	r18	I71	
682	...... statement statement statement return expression	; }	reduce(expression->constant_expression ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I72	r31	I72	
683	...... statement statement return expression ;	}	shift	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I39 I72 I114	s114		
684	...... statement statement statement statement jump_statement	}	reduce(jump_statement->return expression ; ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I37	r65	I37	
685	...... statement statement statement statement statement	}	reduce(statement->jump_statement ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I40	r55	I40	
686	...... statement statement statement statement statement_list	}	reduce(statement_list->$ ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I40 I78	r61	I78	
687	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I40 I78	r60	I78	
688	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I40 I78	r60	I78	
689	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I40 I78	r60	I78	
690	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I40 I78	r60	I78	
691	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I40 I78	r60	I78	
692	...... statement statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I40 I78	r60	I78	
693	...... { statement statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I40 I78	r60	I78	
694	...... function_definition { statement statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I40 I78	r60	I78	
695	...... external_declaration function_definition { statement statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I40 I78	r60	I78	
696	...... external_declaration external_declaration function_definition { statement_list	}	reduce(statement_list->statement statement_list ,['#'])	I0 I2 I2 I2 I10 I15 I35	r60	I35	
697	...... external_declaration function_definition { statement_list }		shift	I0 I2 I2 I2 I10 I15 I35 I67	s67		
698	...... external_declaration external_declaration external_declaration function_definition compound_statement		reduce(compound_statement->{ statement_list } ,['#'])	I0 I2 I2 I2 I10 I16	r69	I16	
699	# external_declaration external_declaration external_declaration function_implement		reduce(function_implement->function_definition compound_statement ,['#'])	I0 I2 I2 I2 I3	r53	I3	
700	# external_declaration external_declaration external_declaration external_declaration		reduce(external_declaration->function_implement ,['#'])	I0 I2 I2 I2 I2	r70	I2	
701	...... external_declaration external_declaration external_declaration external_declaration start		reduce(start->$ ,['#'])	I0 I2 I2 I2 I2 I12	r3	I12	
702	# external_declaration external_declaration external_declaration start		reduce(start->external_declaration start ,['#'])	I0 I2 I2 I2 I12	r2	I12	
703	# external_declaration external_declaration start		reduce(start->external_declaration start ,['#'])	I0 I2 I2 I12	r2	I12	
704	# external_declaration start		reduce(start->external_declaration start ,['#'])	I0 I2 I12	r2	I12	
705	# start		reduce(start->external_declaration start ,['#'])	I0 I1	r2	I1	
706	# start		accept	I0 I1	acc		
